id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
947ac544-c8b5-465b-a08e-f7832fa9d198,"""2026-07-17T14:48:36.487Z""",2026-07-17T14:48:36.487813,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
ef41c702-965e-46fd-bcb8-0097364a577c,"""2026-07-17T14:48:36.480Z""",2026-07-17T14:48:36.480704,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
8e6350d7-d846-4b9b-86f5-f4a06fc368db,"""2026-07-17T14:48:36.480Z""",2026-07-17T14:48:36.480704,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
238a0580-c3de-4e13-a2a0-fa3fa4eec3e8,"""2026-07-17T14:48:36.469Z""",2026-07-17T14:48:36.469901,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
6ac3b7dd-1656-4954-8cdb-8ba061b6e176,"""2026-07-17T14:48:04.468Z""",2026-07-17T14:48:04.468561,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
0e39046d-c2b9-40e1-a309-666e11474c6f,"""2026-07-17T14:48:04.455Z""",2026-07-17T14:48:04.455955,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
92301a8e-062c-48a6-aea3-ec63efc51f8f,"""2026-07-17T14:48:04.448Z""",2026-07-17T14:48:04.448491,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
04648917-fc12-4471-972b-c37424ef7a0b,"""2026-07-17T14:48:04.448Z""",2026-07-17T14:48:04.448491,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
85bbea7f-357d-4755-b0d5-989b6a939686,"""2026-07-17T14:48:04.437Z""",2026-07-17T14:48:04.437606,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
20c62180-4bef-43fd-964f-166889538969,"""2026-07-17T14:47:32.435Z""",2026-07-17T14:47:32.435889,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
149c8451-eb53-4045-9bf0-cfaa90f8f984,"""2026-07-17T14:47:32.422Z""",2026-07-17T14:47:32.422977,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
